address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,address2,industrySymbol
12800 Tuckahoe Creek Parkway,Richmond,VA,23238,United States,804-747-0422,,https://www.carmax.com,Auto & Truck Dealerships,Auto & Truck Dealerships,Consumer Cyclical,30621.0,2.0,8.0,8.0,7.0,6.0,1685577600.0,1703980800.0,86400,2,78.59,78.39,77.27,79.06,78.59,78.39,77.27,79.06,,,,0.0,,1.419366,26.187292,22.695652,1669132,1669132,1918090,1598140,1598140,0.0,0.0,900,900,12378681344,52.1,106.24,0.3976911,72.7596,69.0644,0.0,0.0,USD,31389698048.0,0.015570001,157428933.0,158092992.0,22621661.0,22772681.0,1682640000.0,1685491200.0,0.14310001,0.0032600001,1.1083,16.33,0.1435,0.0,35.508,2.205137,1677542400.0,1709078400.0,1677542400.0,-0.568,484761984.0,2.99,3.45,5.16,2:1,1174953600.0,1.008,31.396,-0.14668703,0.15015817,,,NYQ,EQUITY,KMX,KMX,CarMax Inc,"CarMax, Inc.",855066600,America/New_York,EDT,fd69c52a-0f1b-3128-820f-fb03f8ccac66,finmb_356805,-14400000,78.3,85.0,40.0,69.64,74.0,2.6,hold,14.0,314758016.0,1.991,999800000.0,19115642880.0,0.317,2.601,31126372352.0,340.555,196.01,0.0178,0.089370005,2800203000.0,1868847872.0,1283331968.0,-0.561,-0.24,0.111269996,0.03212,0.02402,USD,2.3682,,
One Coca-Cola Plaza,Atlanta,GA,30313,United States,404 676 2121,,https://www.coca-colacompany.com,Beverages—Non-Alcoholic,Beverages—Non—Alcoholic,Consumer Defensive,82500.0,7.0,8.0,3.0,4.0,5.0,1685577600.0,1672444800.0,86400,2,61.26,61.31,60.98,61.7199,61.26,61.31,60.98,61.7199,1.84,0.03,1686787200.0,0.78410006,3.07,0.551056,27.061674,21.86121,13318949,13318949,12970027,15661840,15661840,0.0,0.0,3200,1200,265658941440,54.02,65.47,6.108085,62.3614,60.90575,1.78,0.02905648,USD,296146665472.0,0.22689,3893893447.0,4324579840.0,20427645.0,24379079.0,1682640000.0,1685491200.0,0.0047,0.00667,0.72097,1.52,0.0047999998,0.0,5.831,10.535071,1672444800.0,1703980800.0,1680220800.0,0.117,9868000256.0,2.27,2.81,3.93,2:1,1344816000.0,6.809,22.009,-0.0072721243,0.15015817,0.46,1686787200.0,NYQ,EQUITY,KO,KO,Coca-Cola Company (The),The Coca-Cola Company,-252322200,America/New_York,EDT,5fed318f-9c85-3ad1-b311-20392472c25a,finmb_26642,-14400000,61.43,75.0,63.0,69.88,70.0,2.1,buy,22.0,14295000064.0,3.306,13456000000.0,43867000832.0,0.809,1.151,43492999168.0,163.268,10.053,0.07987,0.36832002,25004000000.0,9134249984.0,10554999808.0,0.122,0.047,0.58094,0.30938,0.28129,USD,3.3377,,
1014 Vine Street,Cincinnati,OH,45202-1100,United States,513 762 4000,,https://www.thekrogerco.com,Grocery Stores,Grocery Stores,Consumer Defensive,500000.0,6.0,4.0,8.0,7.0,7.0,1685577600.0,1672444800.0,86400,2,45.83,45.76,45.5,46.205,45.83,45.76,45.5,46.205,1.04,0.0225,1683849600.0,0.2845,1.97,0.471478,13.126437,10.1061945,5079580,5079580,5591629,7154310,7154310,0.0,0.0,2200,800,32782159872,41.82,52.0,0.22027616,47.7274,46.52075,1.04,0.022692557,USD,50968059904.0,0.01708,711918540.0,717648000.0,16380188.0,15271203.0,1682640000.0,1685491200.0,0.0228,0.00667,0.8098,3.02,0.025999999,0.0,15.153,3.0145845,1674864000.0,1706400000.0,1684022400.0,0.449,2561999872.0,3.48,4.52,1.27,2:1,1436832000.0,0.342,6.634,-0.042949915,0.15015817,0.26,1683849600.0,NYQ,EQUITY,KR,KR,Kroger Company (The),The Kroger Co.,-252322200,America/New_York,EDT,38dd815e-66db-30d4-ba2b-876ca442e987,finmb_284342,-14400000,45.68,65.0,36.0,50.92,51.0,2.4,buy,19.0,2632000000.0,3.666,7682999808.0,20450000896.0,0.257,0.771,148822999040.0,187.959,207.636,0.0579,0.25107,32808000000.0,3545999872.0,6256000000.0,0.467,0.013,0.22339001,0.051620003,0.0309,USD,1.6283,,
N56 W17000 Ridgewood Drive,Menomonee Falls,WI,53051,United States,262 703 7000,,https://www.Kohls.com,Department Stores,Department Stores,Consumer Cyclical,97000.0,4.0,1.0,3.0,1.0,1.0,1685577600.0,1672444800.0,86400,2,22.59,22.39,22.165,22.585,22.59,22.39,22.165,22.585,2.0,0.0867,1686009600.0,,5.12,1.7,,7.6095886,2747644,2747644,5332430,5102030,5102030,0.0,0.0,1200,1400,2457331968,17.89,39.74,0.13686821,21.3602,26.40585,2.0,0.08853475,USD,10273243136.0,-0.00106,109234818.0,110591000.0,23575411.0,21069184.0,1682640000.0,1685491200.0,0.2132,0.01756,1.00512,3.81,0.24,0.0,33.638,0.66056246,1674864000.0,1706400000.0,1682726400.0,0.0,-19000000.0,-0.13,2.92,-0.53,2:1,956620800.0,0.572,9.512,-0.42105263,0.15015817,0.5,1686009600.0,NYQ,EQUITY,KSS,KSS,Kohl's Corporation,Kohl's Corporation,706282200,America/New_York,EDT,e2f43810-0384-3696-9e73-3c01eadedcc6,finmb_61243,-14400000,22.22,38.0,16.0,24.08,22.5,2.9,hold,12.0,286000000.0,2.586,1080000000.0,8061000192.0,0.08,1.17,17954000896.0,216.694,155.11,0.011849999,-0.00465,6641000000.0,-181500000.0,540000000.0,0.157,-0.039,0.36705002,0.060149997,0.01582,USD,,,
667 Madison Avenue,New York,NY,10065-8087,United States,212 521 2000,,https://www.loews.com,Insurance—Property & Casualty,Insurance—Property & Casualty,Financial Services,12050.0,10.0,10.0,6.0,4.0,9.0,1685577600.0,1672444800.0,86400,2,58.09,57.8,57.5,58.59,58.09,57.8,57.5,58.59,0.25,0.0043,1684800000.0,0.0558,0.51,0.83169,12.997767,20.07931,641220,641220,808903,908390,908390,0.0,0.0,800,900,13270500352,49.36,63.24,0.9199654,57.9078,57.1896,0.25,0.0043036668,USD,18230605824.0,0.07383,186479970.0,227898000.0,1753382.0,1665764.0,1682640000.0,1685491200.0,0.0077,0.18173,0.62931997,2.25,0.0108,0.0,63.41,0.9183094,1672444800.0,1703980800.0,1680220800.0,0.165,1065000000.0,4.48,2.9,,3:1,1147132800.0,1.264,8.135,0.0036194324,0.15015817,0.063,1684800000.0,NYQ,EQUITY,L,L,Loews Corporation,Loews Corporation,322151400,America/New_York,EDT,d20caec3-b48a-3eef-964c-b4ca81ba2587,finmb_285930,-14400000,58.23,60.0,60.0,60.0,60.0,3.0,hold,1.0,4928999936.0,21.628,2240999936.0,9057999872.0,0.476,0.476,14424999936.0,59.148,60.315,0.01382,0.06998,4697000000.0,-611000000.0,3609999872.0,0.246,0.112,0.33539,0.15536,0.11931,USD,,,
1750 Presidents Street,Reston,VA,20190,United States,571 526 6000,,https://www.leidos.com,Information Technology Services,Information Technology Services,Technology,45000.0,8.0,3.0,5.0,4.0,4.0,1685577600.0,1672444800.0,86400,2,85.19,84.94,84.15,86.54,85.19,84.94,84.15,86.54,1.44,0.016900001,1686700800.0,0.2951,1.55,0.778873,17.719263,11.7646265,988780,988780,1047561,1011910,1011910,0.0,0.0,800,900,11863077888,76.58,110.91,0.8124839,84.3252,94.81595,1.44,0.016903393,USD,16937279488.0,0.04602,136141253.0,137192992.0,1780284.0,1863551.0,1682640000.0,1685491200.0,0.012999999,0.00931,0.78098,1.21,0.0167,0.0,32.182,2.6869059,1672358400.0,1703894400.0,1680220800.0,-0.074,672000000.0,4.88,7.35,2.0,405:1000,1380499200.0,1.16,11.689,-0.11349189,0.15015817,0.36,1686700800.0,NYQ,EQUITY,LDOS,LDOS,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",1161091800,America/New_York,EDT,e000b702-39a9-371a-ad83-aefdc778f735,finmb_110741,-14400000,86.47,125.0,90.0,104.73,104.0,2.1,buy,11.0,379000000.0,2.763,1448999936.0,5576000000.0,0.916,1.159,14600999936.0,124.91,106.967,0.053460002,0.16053,2084000000.0,624249984.0,795000000.0,-0.064,0.059,0.14156,0.09924,0.07664,USD,,,
No. 1 Leggett Road,Carthage,MO,64836,United States,417 358 8131,,https://www.leggett.com,"Furnishings, Fixtures & Appliances","Furnishings, Fixtures & Appliances",Consumer Cyclical,19900.0,1.0,5.0,1.0,4.0,2.0,1685577600.0,1672444800.0,86400,2,30.29,30.13,29.83,30.295,30.29,30.13,29.83,30.295,1.84,0.059,1686700800.0,0.88,4.08,1.326056,15.07,16.744444,1036213,1036213,782566,1058980,1058980,0.0,0.0,800,900,4011995648,29.83,41.94,0.79634684,31.7726,33.37015,1.76,0.058104984,USD,6157987840.0,0.054169998,131011285.0,133112000.0,5736981.0,6021746.0,1682640000.0,1685491200.0,0.0431,0.01551,0.74464995,8.66,0.0674,0.0,12.52,2.4073482,1672444800.0,1703980800.0,1680220800.0,-0.408,272900000.0,2.0,1.8,3.7,2:1,897955200.0,1.222,10.25,-0.1493085,0.15015817,0.46,1686700800.0,NYQ,EQUITY,LEG,LEG,"Leggett & Platt, Incorporated","Leggett & Platt, Incorporated",322151400,America/New_York,EDT,cd173404-4172-32a2-9333-c2f92ce6ba6c,finmb_30760,-14400000,30.14,35.0,21.0,30.0,34.0,3.2,hold,3.0,344500000.0,2.588,600800000.0,2348800000.0,1.097,2.08,5038000128.0,140.891,37.065,0.050029997,0.16354999,976800000.0,345724992.0,499100000.0,-0.409,-0.082,0.18422002,0.11925,0.084300004,USD,,,
5505 Blue Lagoon Drive,Miami,FL,33126,United States,305 559 4000,,https://www.lennar.com,Residential Construction,Residential Construction,Consumer Cyclical,12012.0,2.0,10.0,7.0,10.0,10.0,1685577600.0,1672444800.0,86400,2,121.58,121.09,120.4,122.16,121.58,121.09,120.4,122.16,1.5,0.0125,1682380800.0,0.1025,0.85,1.436267,8.315106,9.04461,2434479,2434479,2174638,3567800,3567800,0.0,0.0,800,1100,34689228800,67.78,123.06,1.0310557,112.1292,95.53085,1.5,0.012337555,USD,34188451840.0,0.12656,255547175.0,253772992.0,6926610.0,7493525.0,1682640000.0,1685491200.0,0.0239,0.02365,0.97213995,3.65,0.0356,0.0,87.8,1.3855352,1669766400.0,1701302400.0,1685491200.0,-0.34,4206035968.0,14.63,13.45,16.08,1017:1000,1510185600.0,1.016,5.797,0.72040725,0.15015817,0.375,1682380800.0,NYQ,EQUITY,LEN,LEN,Lennar Corporation,Lennar Corporation,322151400,America/New_York,EDT,6dd2477c-ccab-38da-ba1e-050374b1be17,finmb_30763,-14400000,121.65,161.0,101.0,132.65,135.0,2.4,buy,17.0,4004678912.0,14.056,5897891840.0,3852258048.0,2.719,15.48,33644378112.0,15.31,117.386,0.10205,0.18290001,7202144000.0,,,-0.33,-0.038,0.18897,0.1753,0.17267999,USD,3.7669,,
358 South Main Street,Burlington,NC,27215,United States,336 229 1127,,https://www.labcorp.com,Diagnostics & Research,Diagnostics & Research,Healthcare,80000.0,4.0,6.0,1.0,1.0,1.0,1685577600.0,1672444800.0,86400,2,231.47,230.65,229.225,233.31,231.47,230.65,229.225,233.31,2.88,0.0124,1684281600.0,0.2588,,1.042253,20.932613,12.492226,464388,464388,584154,649320,649320,0.0,0.0,1000,800,20642027520,200.32,263.13,1.3989758,223.531,229.71765,2.88,0.012442217,USD,26492241920.0,0.0678,88295216.0,88600000.0,1646490.0,1812047.0,1682640000.0,1685491200.0,0.0186,0.0027599998,0.93054,2.81,0.0248,0.0,116.721,1.9960418,1672444800.0,1703980800.0,1680220800.0,-0.567,1000400000.0,11.13,18.65,-195.86,2:1,1021248000.0,1.795,11.429,-0.027710557,0.15015817,0.72,1684281600.0,NYQ,EQUITY,LH,LH,Laboratory Corporation of Ameri,Laboratory Corporation of America Holdings,638721000,America/New_York,EDT,2b9645dc-7a42-3738-ac9f-a5a75117b1c0,finmb_30643,-14400000,232.98,295.0,235.0,273.08,275.0,1.9,buy,13.0,393900000.0,4.446,2318000128.0,6358600192.0,1.193,1.627,14755099648.0,61.372,164.128,0.054250002,0.09495,4385100000.0,970187520.0,1721100032.0,-0.543,-0.031,0.27969,0.1571,0.12039,USD,5.6513,,
1025 West NASA Boulevard,Melbourne,FL,32919,United States,321 727 9100,,https://www.l3harris.com,Aerospace & Defense,Aerospace & Defense,Industrials,46000.0,1.0,4.0,7.0,7.0,3.0,1685577600.0,1672444800.0,86400,2,195.3,195.31,194.51,197.93,195.3,195.31,194.51,197.93,4.56,0.0233,1685577600.0,0.9359,1.73,0.71338,40.9125,14.787651,643122,643122,1054767,1013070,1013070,0.0,0.0,900,1200,37204779008,174.55,255.1,2.1345255,190.3422,209.48875,4.5,0.023041474,USD,47271243776.0,0.05301,188489061.0,189452992.0,1765962.0,1828997.0,1682640000.0,1685491200.0,0.0093,0.00538,0.84290004,1.52,0.0094,0.0,96.673,2.0313842,1672358400.0,1703894400.0,1680220800.0,-0.291,924000000.0,4.8,13.28,13.96,10000:9448,1242000000.0,2.712,17.109,-0.14015502,0.15015817,1.14,1685577600.0,NYQ,EQUITY,LHX,LHX,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",378657000,America/New_York,EDT,ae03fbcd-be03-3348-b555-f3e68d826c5e,finmb_177934,-14400000,196.38,338.0,169.0,236.35,230.0,2.4,buy,17.0,545000000.0,2.877,2763000064.0,10714000384.0,0.828,1.138,17429999616.0,58.203,91.233,0.03229,0.04897,4927000000.0,1255750016.0,2468999936.0,-0.279,0.09,0.27826,0.15852,0.10366999,USD,,,
"Forge, 43 Church Street West",Woking,,GU21 6HT,United Kingdom,44 14 8324 2200,,https://www.linde.com,Specialty Chemicals,Specialty Chemicals,Basic Materials,65831.0,6.0,8.0,7.0,4.0,6.0,1685577600.0,1672444800.0,86400,2,368.68,367.16,365.51,372.06,368.68,367.16,365.51,372.06,5.1,0.0138,1685577600.0,0.5323,1.61,0.850352,41.183334,24.677095,1478918,1478918,1540843,1712410,1712410,0.0,0.0,1100,1100,181469118464,262.47,378.5,5.4420056,364.61,330.4913,4.785,0.012978734,USD,195927097344.0,0.13462,489134213.0,489596992.0,3187394.0,3353649.0,1682640000.0,1685491200.0,0.0064999997,0.00189,0.83096004,2.19,0.0064999997,0.0,81.53,4.5461793,1672444800.0,1703980800.0,1680220800.0,0.291,4488999936.0,9.0,15.02,2.62,2:1,1071532800.0,5.876,17.567,0.24869454,0.15015817,1.275,1685577600.0,NYQ,EQUITY,LIN,LIN,Linde plc,Linde plc,708787800,America/New_York,EDT,90c3fd5e-e0c6-3471-8ac3-9b5f9a4ffae2,finmb_318049,-14400000,370.65,430.0,339.0,402.5,405.0,1.9,buy,24.0,4961999872.0,10.121,11153000448.0,18776999936.0,0.556,0.726,33346000896.0,45.425,67.243,0.05452,0.10786,13914000000.0,4803749888.0,8771999744.0,0.33,-0.002,0.42773,0.33446,0.21330999,USD,3.4003,,
500 West Madison Street,Chicago,IL,60661,United States,312 621 1950,312 621 1969,https://www.lkqcorp.com,Auto Parts,Auto Parts,Consumer Cyclical,45000.0,9.0,2.0,6.0,4.0,5.0,1685577600.0,1672444800.0,86400,2,54.21,54.13,53.755,55.08,54.21,54.13,53.755,55.08,1.1,0.020299999,1684281600.0,0.25059998,,1.354577,13.184652,12.610091,1044550,1044550,1118614,1304800,1304800,54.97,56.09,800,800,14695604224,46.2,59.33,1.1485428,55.557,54.37935,1.05,0.01936912,USD,18220120064.0,0.08957,265635174.0,267290000.0,3045778.0,3850777.0,1682640000.0,1685491200.0,0.0114,0.00522,0.99106,2.92,0.0128,0.0,21.267,2.5852258,1672444800.0,1703980800.0,1680220800.0,-0.011,1144000000.0,4.17,4.36,0.4,2:1,1348012800.0,1.424,10.624,0.13571572,0.15015817,0.275,1684281600.0,NMS,EQUITY,LKQ,LKQ,LKQ Corporation,LKQ Corporation,1065447000,America/New_York,EDT,6f81a6d8-87b5-3803-bfe7-42ad76e80556,finmb_4303924,-14400000,54.98,70.0,61.3,66.35,66.75,1.8,buy,8.0,342000000.0,1.28,1715000064.0,4028999936.0,0.663,1.917,12794999808.0,70.326,46.95,0.071729995,0.19823,5223000000.0,891625024.0,1064000000.0,0.058,0.0,0.40938,0.13404,0.113400005,USD,5.7838,Suite 2800,
Lilly Corporate Center,Indianapolis,IN,46285,United States,317 276 2000,,https://www.lilly.com,Drug Manufacturers—General,Drug Manufacturers—General,Healthcare,39000.0,3.0,5.0,1.0,9.0,5.0,1685577600.0,1672444800.0,86400,2,451.95,454.5,450.2122,455.34,451.95,454.5,450.2122,455.34,4.52,0.01,1683849600.0,0.6471,1.66,0.363732,72.13376,36.919315,2340929,2340929,2966791,2451280,2451280,0.0,0.0,800,900,430020689920,296.32,456.98,15.529035,419.442,361.2837,4.07,0.009005421,USD,444388802560.0,0.20536,947412358.0,949273024.0,5998614.0,6198527.0,1682640000.0,1685491200.0,0.0063,0.0015199999,0.84003997,1.75,0.0076,0.0,12.444,36.403084,1672444800.0,1703980800.0,1680220800.0,-0.293,5686799872.0,6.28,12.27,2.12,2:1,876960000.0,16.048,48.546,0.44858015,0.15015817,1.13,1683849600.0,NYQ,EQUITY,LLY,LLY,Eli Lilly and Company,Eli Lilly and Company,76253400,America/New_York,EDT,7b37be39-dfde-3602-b0e4-4d76cf52143b,finmb_285467,-14400000,453.0,507.0,300.0,445.22,470.0,2.0,buy,23.0,3724900096.0,3.924,9153999872.0,18985299968.0,0.789,1.3,27691399168.0,168.087,30.732,0.09623,0.54794,21911600000.0,5214524928.0,6291999744.0,-0.29,-0.109,0.77667,0.33056998,0.27824,USD,1.9069,,
6801 Rockledge Drive,Bethesda,MD,20817,United States,301 897 6000,,https://www.lockheedmartin.com,Aerospace & Defense,Aerospace & Defense,Industrials,116000.0,4.0,6.0,2.0,7.0,5.0,1685577600.0,1672444800.0,86400,2,458.38,461.06,458.01,467.17,458.38,461.06,458.01,467.17,12.0,0.026199998,1685491200.0,0.53139997,2.6,0.670774,21.358387,16.590958,901812,901812,1070179,1007290,1007290,0.0,0.0,2200,1100,118026027008,373.67,508.1,1.784326,462.6086,460.88495,11.6,0.025306515,USD,129245904896.0,0.08599,214958234.0,253252992.0,1706726.0,1996352.0,1682640000.0,1685491200.0,0.0067000003,0.00068000006,0.78057,1.74,0.007900001,0.0,37.976,12.271961,1672444800.0,1703980800.0,1679788800.0,-0.025,5688000000.0,21.82,28.09,1.55,2:1,915408000.0,1.954,14.894,0.13496661,0.15015817,3.0,1685491200.0,NYQ,EQUITY,LMT,LMT,Lockheed Martin Corporation,Lockheed Martin Corporation,221149800,America/New_York,EDT,c88f1145-2517-3402-b701-ff8fcf649d0c,finmb_285827,-14400000,466.04,579.0,371.0,506.35,513.5,2.7,hold,20.0,2440000000.0,9.635,8677999616.0,15600000000.0,1.072,1.304,66146000896.0,161.725,254.114,0.0887,0.57899,8387000000.0,4343625216.0,7955999744.0,0.026,0.011,0.12887,0.13119,0.113850005,USD,3.2885,,
150 North Radnor-Chester Road,Radnor,PA,19087,United States,484 583 1400,,https://www.lfg.com,Insurance—Life,Insurance—Life,Financial Services,11316.0,10.0,7.0,9.0,1.0,8.0,1685577600.0,1672444800.0,86400,2,24.25,24.02,23.87,24.6364,24.25,24.02,23.87,24.6364,1.8,0.0739,1688688000.0,,3.36,1.75,,3.0485075,1868638,1868638,3453232,2775540,2775540,0.0,0.0,1000,900,4155891200,18.5,54.59,0.23269267,21.623,32.3863,1.8,0.074226804,USD,5457144320.0,-0.25778,168344601.0,169559008.0,8114623.0,7663425.0,1682640000.0,1685491200.0,0.0479,0.0063899998,0.82515,2.19,0.0546,0.0,33.892,0.7231796,1672444800.0,1703980800.0,1680220800.0,,-4629000192.0,-26.87,8.04,0.44,2:1,930009600.0,0.306,-1.885,-0.4665941,0.15015817,0.45,1680739200.0,NYQ,EQUITY,LNC,LNC,Lincoln National Corporation,Lincoln National Corporation,322151400,America/New_York,EDT,212ca1c9-a75a-3392-97fd-578e2647b5b7,finmb_867423,-14400000,24.51,31.0,16.0,24.0,25.0,3.1,hold,12.0,7110000128.0,41.932,-2895000064.0,7448999936.0,1.129,5.143,17859999744.0,110.651,105.16,-0.0051499996,-0.4294,-1727000000.0,-4848750080.0,2785999872.0,,-0.192,-0.16360001,-0.16209,-0.16361,USD,,Suite A305,
4902 North Biltmore Lane,Madison,WI,53718,United States,608 458 3311,,https://www.alliantenergy.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,3129.0,5.0,5.0,1.0,3.0,3.0,1685577600.0,1672444800.0,86400,2,52.96,52.77,52.03,53.38,52.96,52.77,52.03,53.38,1.81,0.0337,1682553600.0,0.66480005,2.91,0.542605,20.409964,17.239483,996680,996680,1412675,1265330,1265330,51.57,54.12,800,800,13391438848,47.19,64.62,3.177845,53.71,54.10235,1.735,0.032760575,USD,22402580480.0,0.15591,250872443.0,251388000.0,4206721.0,3947883.0,1682640000.0,1685491200.0,0.0167,0.0016300001,0.78071,3.18,0.019299999,0.0,25.172,2.1162403,1672444800.0,1703980800.0,1680220800.0,-0.151,657000000.0,2.61,3.09,3.0,2:1,1463702400.0,5.316,14.491,-0.057668507,0.15015817,0.453,1682553600.0,NMS,EQUITY,LNT,LNT,Alliant Energy Corporation,Alliant Energy Corporation,99153000,America/New_York,EDT,56489bcf-a2c2-383d-9b45-66695ab9698e,finmb_312949,-14400000,53.27,64.0,52.0,56.5,55.0,2.7,hold,9.0,157000000.0,0.625,1546000000.0,9050000384.0,0.307,0.625,4214000128.0,143.015,16.785,0.02799,0.10592,1709000000.0,-522750016.0,423000000.0,-0.153,0.008,0.40033,0.36687002,0.20763999,USD,2.8946,,
1000 Lowe’s Boulevard,Mooresville,NC,28117,United States,704 758 1000,,https://www.lowes.com,Home Improvement Retail,Home Improvement Retail,Consumer Cyclical,300000.0,5.0,8.0,3.0,3.0,4.0,1685577600.0,1672444800.0,86400,2,215.46,215.64,213.86,215.81,215.46,215.64,213.86,215.81,4.4,0.020299999,1690243200.0,0.4027,1.65,1.066549,20.56142,14.786059,3352449,3352449,2864651,3292250,3292250,0.0,0.0,1300,900,125546430464,170.76,223.31,1.311231,206.974,202.06094,4.2,0.019493176,USD,164428709888.0,0.06647,585230728.0,585980992.0,13062260.0,8513412.0,1682640000.0,1685491200.0,0.0223,0.00096000003,0.77480006,4.39,0.0223,0.0,-24.848,,1675382400.0,1706918400.0,1683244800.0,-0.031,6344999936.0,10.42,14.49,2.54,2:1,1151884800.0,1.717,11.621,0.2150513,0.15015817,1.05,1682380800.0,NYQ,EQUITY,LOW,LOW,"Lowe's Companies, Inc.","Lowe's Companies, Inc.",322151400,America/New_York,EDT,41bc94cb-d8ee-3ea1-bce0-491b2ac11b88,finmb_180871,-14400000,214.25,290.0,154.0,229.97,229.5,2.3,buy,30.0,3372999936.0,5.756,14149000192.0,40597000192.0,0.176,1.245,95746998272.0,,156.194,0.15953,,32257000000.0,5114749952.0,7718000128.0,0.074,-0.055,0.33144,0.14777,0.12748,USD,1.3724,,
4650 Cushing Parkway,Fremont,CA,94538,United States,510 572 0200,,https://www.lamresearch.com,Semiconductor Equipment & Materials,Semiconductor Equipment & Materials,Technology,18700.0,1.0,1.0,2.0,3.0,1.0,1685577600.0,1672444800.0,86400,2,614.28,609.29,602.31,615.8,614.28,609.29,602.31,615.8,6.9,0.0112,1686614400.0,0.1858,1.46,1.497183,16.855871,23.51708,893847,893847,1378348,1340850,1340850,602.0,605.34,800,1100,81383170048,299.59,644.6,4.31585,560.0426,477.1885,6.675,0.01086638,USD,82158542848.0,0.26077,133824607.0,134340000.0,3396245.0,2610253.0,1682640000.0,1685491200.0,0.0253,0.00299,0.87806,2.5,0.0254,0.0,62.419,9.705379,1656201600.0,1687737600.0,1679788800.0,-0.203,4917327872.0,35.94,25.76,1852.0,3:1,953251200.0,4.357,13.151,0.4285041,0.15015817,1.725,1686614400.0,NMS,EQUITY,LRCX,LRCX,Lam Research Corporation,Lam Research Corporation,452525400,America/New_York,EDT,e4500f2f-32ec-313e-8728-0aab1549b6ef,finmb_30655,-14400000,605.8,725.0,309.0,557.68,557.5,2.3,buy,22.0,5369497088.0,39.969,6247496192.0,5005377024.0,1.943,3.091,18856812544.0,59.535,138.188,0.20605,0.68136,7871807000.0,3073770240.0,4500147200.0,-0.177,-0.047,0.45002,0.33131,0.31324,USD,2.153,,
PO Box 36611,Dallas,TX,75235-1611,United States,214 792 4000,,https://www.southwest.com,Airlines,Airlines,Industrials,69868.0,9.0,9.0,4.0,1.0,4.0,1685577600.0,1672444800.0,86400,2,34.47,34.46,33.925,34.49,34.47,34.46,33.925,34.49,0.72,0.021,1687219200.0,0.3364,,1.14507,32.102802,9.087301,7051803,7051803,6957374,8305830,8305830,0.0,0.0,1300,1800,20440758272,28.4,41.76,0.8233609,30.8036,33.90165,0.36,0.010443864,USD,18083252224.0,0.026500002,592597542.0,595073024.0,17179094.0,15854353.0,1682640000.0,1685491200.0,0.028900001,0.0035299999,0.77852,2.76,0.0326,0.0,17.312,1.9841727,1672444800.0,1703980800.0,1680220800.0,,658000000.0,1.07,3.78,0.23,3:2,982281600.0,0.728,8.51,-0.044240415,0.15015817,0.18,1687219200.0,NYQ,EQUITY,LUV,LUV,Southwest Airlines Company,Southwest Airlines Co.,315671400,America/New_York,EDT,81a27f68-fcd4-33aa-aed6-8f8213a2e993,finmb_31726,-14400000,34.35,60.0,32.0,40.41,39.0,2.4,buy,15.0,11674000384.0,19.618,2124999936.0,9376000000.0,1.139,1.26,24825999360.0,91.011,41.83,0.01657,0.06352,5976000000.0,-446000000.0,3424999936.0,,0.216,0.24583,0.08559,0.03887,USD,0.3071,,
